Price,Close,High,Low,Open,Volume
Ticker,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC
Date,,,,,
2023-07-10,5.951226234436035,6.025638578982156,5.921807621231196,5.930460372954572,5715710
2023-07-11,6.006602764129639,6.030829809115722,5.91315535484851,5.984106104475157,7168237
2023-07-12,6.148504734039307,6.167540210624453,6.016985958119388,6.016985958119388,10063480
2023-07-13,6.136390686035156,6.190036340501575,6.091397370153567,6.122546779265075,8373923
2023-07-14,6.126007556915283,6.209072235391735,6.110432852341095,6.1346603080962385,6840764
2023-07-17,6.14158296585083,6.172731965985715,6.087936892582511,6.124277874090131,4278948
2023-07-18,6.196959018707275,6.207341743015029,6.112163950856935,6.183114698653762,7145089
2023-07-19,6.146773815155029,6.235029649028429,6.1000501141287655,6.212532991114171,7150889
2023-07-20,6.224647045135498,6.254066071529062,6.158887863551221,6.16580981752021,7862037
2023-07-21,6.165809631347656,6.221186086599354,6.110433176095959,6.221186086599354,10145133
2023-07-24,6.15888786315918,6.15888786315918,5.978914584461398,6.029099472758735,6611877
2023-07-25,6.1692705154418945,6.196958741725452,6.1329295379384,6.160617764221957,4842545
2023-07-26,6.153696060180664,6.181384287586308,6.070631377963734,6.1606180138856,9332934
2023-07-27,6.247143745422363,6.247143745422363,6.138121628800661,6.186576132069152,13244340
2023-07-28,6.344052314758301,6.43576975228258,6.196959245338427,6.273101564366709,21800288
2023-07-31,6.238491058349609,6.390776101095367,6.217724784879675,6.382123349620929,11518870
2023-08-01,6.056787014007568,6.264448085018037,6.030829173838323,6.238490657434665,11735986
2023-08-02,5.951226234436035,6.025638578982156,5.902772145060043,5.970262123193098,15647645
2023-08-03,5.946034908294678,5.956417632445239,5.850856704991653,5.909693929717065,12325789
2023-08-04,5.991028308868408,6.048135153058012,5.9391130334765805,5.994489492262237,12484336
2023-08-07,6.029099464416504,6.0481349409501535,5.932190871233153,6.011794373226117,6152792
2023-08-08,5.9131550788879395,5.96680073493724,5.78855826393729,5.944304076332654,13063336
2023-08-09,5.978914260864258,6.042943466219155,5.937382126714893,6.025638375941428,6609257
2023-08-10,6.200419902801514,6.22983851614822,6.013524673051603,6.025638608039929,21905247
2023-08-11,6.212532997131348,6.241952021036859,6.172731249443409,6.179653615412873,10820304
2023-08-14,6.231569290161133,6.318094744550861,6.1986894937172625,6.1986894937172625,8069992
2023-08-15,6.153696060180664,6.248874264527707,6.093128036944201,6.233299559252175,5892964
2023-08-16,6.134660720825195,6.191767562186713,6.098319741040467,6.11216406134424,11525714
2023-08-17,6.124277114868164,6.2038806096161805,6.086205752679931,6.113893978581748,7478339
2023-08-18,6.108702659606934,6.1190857963168686,6.0481346371895786,6.086206000930707,6683744
2023-08-21,6.139852523803711,6.203881321468967,6.110433496754606,6.1121642947248604,5128446
2023-08-22,6.167540073394775,6.236760849389319,6.157157348952209,6.1796540083186065,6788871
2023-08-23,6.124277114868164,6.241951971804413,6.094858503780572,6.179653566671797,6365871
2023-08-24,6.205611228942871,6.2177247508721125,6.117355392350158,6.169270663155147,11095065
2023-08-25,6.186575889587402,6.257526637473382,6.164079230484841,6.200419797072406,5393872
2023-08-28,6.29905891418457,6.309441638058821,6.231568939779558,6.231568939779558,1305694
2023-08-29,6.359626770019531,6.387314997461986,6.293867590856366,6.326746974144997,10415306
2023-08-30,6.397698879241943,6.489415911244573,6.383854557615801,6.385585355685289,11952596
2023-08-31,6.286945343017578,6.432308436682983,6.285214957702915,6.415003345778617,16219782
2023-09-01,6.285214424133301,6.415002801190901,6.285214424133301,6.319824603003877,10124044
2023-09-04,6.305981159210205,6.366548770385104,6.283484500034983,6.318094681445185,3654329
2023-09-05,6.19176721572876,6.276562280367233,6.181384079228393,6.250604439116317,12927896
2023-09-06,6.074092864990234,6.188306550886326,6.053326590250609,6.184845367567746,15099915
2023-09-07,6.008333206176758,6.115624936881223,6.006602820828823,6.056787709192225,9168559
2023-09-08,6.030829906463623,6.056787749786228,5.9062334962728915,6.056787749786228,8841775
2023-09-11,6.117355823516846,6.160618345943974,6.067170934425762,6.081014842581821,7851523
2023-09-12,6.136390686035156,6.16061772917574,6.100050121324282,6.124277164464865,9627032
2023-09-13,6.15888786315918,6.193498045587843,6.105242204170528,6.136391203321957,6346004
2023-09-14,6.267910480499268,6.281754802129826,6.110433849040619,6.143313648754,19015732
2023-09-15,6.238491058349609,6.331938463792518,6.209072445991135,6.299059080912987,22765195
2023-09-18,6.19176721572876,6.267909529088297,6.148504284505862,6.236760532173088,7861595
2023-09-19,6.32847785949707,6.32847785949707,6.129469108802637,6.172731629553482,9903937
2023-09-20,6.48422384262085,6.496337365244199,6.3163644986582534,6.342321929255168,17889246
2023-09-21,6.4824934005737305,6.492876537756052,6.382123624592514,6.4115422382184795,10726271
2023-09-22,6.459996223449707,6.510181107420673,6.432307997376558,6.46172660864619,24339333
2023-09-25,6.394237041473389,6.530947382748279,6.359626859828043,6.446152313941408,6971179
2023-09-26,6.376932144165039,6.428847418208479,6.319825301458663,6.385584896131907,9135884
2023-09-27,6.442690849304199,6.463456708502906,6.3423210857932535,6.363087357577826,9511093
2023-09-28,6.652083396911621,6.652083396911621,6.456535417775725,6.46864894003076,17714007
2023-09-29,6.671119213104248,6.710920965079965,6.6070904153831185,6.643430984001236,19296251
2023-10-02,6.655543804168701,6.768027094090378,6.633047146184366,6.679770847356175,79605334
2023-10-03,6.690154075622559,6.819942457115654,6.5915151037290345,6.60708980852882,81702271
2023-10-04,6.598437309265137,6.714381788200006,6.5465220372020525,6.671118855187816,38065295
2023-10-05,6.612281799316406,6.7022680256537095,6.5551749573206575,6.6503527522562935,12884419
2023-10-06,6.641700267791748,6.678040834599739,6.562096767805371,6.655544175360723,15797816
2023-10-09,6.558633804321289,6.671744399312609,6.535658241049236,6.613421880448007,10581330
2023-10-10,6.760112285614014,6.811365501404433,6.620491674341309,6.620491674341309,12843005
2023-10-11,6.876757621765137,6.8855941510013166,6.698255180409136,6.719463524766363,37239036
2023-10-12,6.890895843505859,6.933312529797615,6.846712357110579,6.88559375771939,14344572
2023-10-13,6.788390159606934,6.899733123711853,6.760112507849193,6.874990336437203,12665493
2023-10-16,6.804296016693115,6.853782012759299,6.7424390483216285,6.8308064469730345,10279317
2023-10-17,6.843177795410156,6.855549189002671,6.763646926465137,6.802528750162323,24423209
2023-10-18,6.793692111968994,6.890896037597885,6.776018632639288,6.862618386396559,14541712
2023-10-19,6.7371368408203125,6.7866224146254615,6.685883624115703,6.774251021174174,15059932
2023-10-20,6.66290807723999,6.731834773547637,6.6452345977792335,6.707091986576375,14938480
2023-10-23,6.64700174331665,6.666442865459495,6.565703654452888,6.64700174331665,9429359
2023-10-24,6.5321245193481445,6.652304013081033,6.503846867478937,6.6470019270199945,19719702
2023-10-25,6.565703868865967,6.601050828537652,6.470267162026216,6.512683429358439,16909629
2023-10-26,6.5939812660217285,6.604585437787185,6.456128297177731,6.5197524850325115,15551700
2023-10-27,6.576308250427246,6.737137217012415,6.551565462143069,6.641700085765003,11428201
2023-10-30,6.631095886230469,6.659373115860862,6.54449571172269,6.59751614933315,11384617
2023-10-31,6.558633804321289,6.641699107826888,6.229907033036779,6.268788431367216,18349423
2023-11-01,6.70709228515625,6.758345082915775,6.562169578578923,6.608120711496295,11478186
2023-11-02,6.747741222381592,6.774251231638259,6.671745216413345,6.735369828545947,11454498
2023-11-03,6.834341526031494,6.844945277107373,6.737137173778711,6.790157614634136,13747545
2023-11-06,6.820201873779297,6.862618138363761,6.761879351962295,6.811365345118311,10685482
2023-11-07,6.825504302978516,6.880291963266622,6.76894899977409,6.793692208281645,8733330
2023-11-08,6.92094087600708,6.947451305554692,6.770716513133891,6.774250956160918,17550499
2023-11-09,7.0446553230285645,7.049957408690437,6.905034717126843,6.928010281205301,13497102
2023-11-10,6.98103141784668,7.060561868027346,6.98103141784668,6.98103141784668,10272079
2023-11-13,7.072932720184326,7.090606620391635,6.979263240204247,6.979263240204247,12742353
2023-11-14,7.262039661407471,7.281479940127926,7.065863332215439,7.0693981964903205,18856496
2023-11-15,7.2655744552612305,7.334501151683497,7.221390545851371,7.246133332863778,11848007
2023-11-16,7.217856407165527,7.299154500522493,7.216089185552682,7.265574761664397,10857034
2023-11-17,7.320362567901611,7.33626840455238,7.239064477625946,7.246133363809407,24591636
2023-11-20,7.322129726409912,7.362778349828803,7.307991111426732,7.316827219079986,12598889
2023-11-21,7.330965995788574,7.366313798133279,7.272643470300599,7.2991543220591275,10608500
2023-11-22,7.398124694824219,7.410496087250278,7.332733289925874,7.334500511309896,11327942
2023-11-23,7.461750030517578,7.502398652249513,7.3557091584375565,7.361010822809485,11424365
2023-11-24,7.414032459259033,7.5236077857674655,7.414032459259033,7.45821552854819,11540843
2023-11-27,7.422868251800537,7.445843817658545,7.394591021238985,7.412264079655457,11357967
2023-11-28,7.587233066558838,7.587233066558838,7.412264634438222,7.426404093515281,12851618
2023-11-29,7.684436321258545,7.69504049325796,7.58016266554594,7.581929887089513,11677427
2023-11-30,7.516537666320801,7.710946363507052,7.493562100678226,7.691506083705015,22894079
2023-12-01,7.5607218742370605,7.608440228955422,7.541281593668331,7.574860489942868,8048948
2023-12-04,7.652624130249023,7.677366918385768,7.558954642557914,7.615509948043908,6390576
2023-12-05,7.6243462562561035,7.70387712155695,7.578395127092857,7.6490890423073985,8085917
2023-12-06,7.606672763824463,7.670297796570815,7.594301370135671,7.652623895450832,7144553
2023-12-07,7.474122047424316,7.627881282639846,7.383987003673209,7.58193014996187,10036983
2023-12-08,7.516537666320801,7.5324443457582655,7.428170689591038,7.49002765757567,7540619
2023-12-11,7.504166603088379,7.555420244021744,7.490027987317735,7.520073283226123,13259905
2023-12-12,7.4405412673950195,7.527141013078568,7.408728754746048,7.511235178123028,9197199
2023-12-13,7.445843696594238,7.4758889909731145,7.355709498933566,7.424636195386889,15789056
2023-12-14,7.398124694824219,7.518305019054678,7.329198004419926,7.502398341122669,14778259
2023-12-15,7.320362567901611,7.438774838854389,7.274411436757193,7.417566494828045,30142739
2023-12-18,7.290317535400391,7.341570333024279,7.270876412221256,7.304456151013393,11061121
2023-12-19,7.3009209632873535,7.323896527342317,7.219622878380402,7.2691084493486535,8938893
2023-12-20,7.21962308883667,7.3256639623189015,7.182508909528582,7.3256639623189015,12584968
2023-12-21,7.274411678314209,7.2832477863369505,7.20901942251787,7.217856373278621,4612825
2023-12-22,7.279712677001953,7.315059634072542,7.233761548536394,7.276178234116274,5924362
2023-12-27,7.283247947692871,7.320362973162681,7.247900986604789,7.2903176770056985,5985913
2023-12-28,7.239064693450928,7.297387219893207,7.212553841258614,7.288550269162436,4264480
2023-12-29,7.26910924911499,7.304456209800981,7.2302278451818065,7.240832017661405,4492141
2024-01-02,7.445843696594238,7.495330113379327,7.309758367964683,7.316827254121141,12884145
2024-01-03,7.352174758911133,7.511236507571165,7.33450169947004,7.47588954595094,7949923
2024-01-04,7.475889205932617,7.48649337821019,7.366313882715035,7.3769172122546065,6040776
2024-01-05,7.52360725402832,7.558954212604277,7.396358034607281,7.458215001430714,7361240
2024-01-08,7.601370334625244,7.624345898127666,7.46351695361071,7.511235302002217,6901166
2024-01-09,7.435239791870117,7.537746229464985,7.3486400341749745,7.535979007862351,11057043
2024-01-10,7.424635887145996,7.45468033753957,7.37691669388113,7.426403108611742,7736169
2024-01-11,7.316827297210693,7.516537658852344,7.316827297210693,7.470587370350834,7166372
2024-01-12,7.323896884918213,7.410496638340727,7.3062229842878414,7.346872450094916,5656200
2024-01-15,7.292084693908691,7.339803047900907,7.260272177001212,7.307991373731433,4904142
2024-01-16,7.194880485534668,7.247900502254648,7.145394911865894,7.246133280729045,9543646
2024-01-17,7.152463912963867,7.1683705924259815,7.064096514728176,7.113582510561558,9189726
2024-01-18,7.143627166748047,7.207252200940074,7.102978541629259,7.157766625060503,12720401
2024-01-19,7.065863609313965,7.19311325040337,7.046422908462144,7.19311325040337,8020369
2024-01-22,7.221390724182129,7.221390724182129,7.1100473371387185,7.152464026057732,8136043
2024-01-23,7.187811374664307,7.244366682035791,7.125954402260204,7.23199528755497,7526002
2024-01-24,7.26910924911499,7.26910924911499,7.1630683670570185,7.194880884495816,5783214
2024-01-25,7.148929119110107,7.235528870173973,7.078235203989988,7.233761648706662,7480872
2024-01-26,7.150696754455566,7.182509270922293,7.115349794849645,7.168370655627522,7031754
2024-01-29,7.170137882232666,7.205484841863411,7.067631446482108,7.16306815321132,7393341
2024-01-30,7.611974716186523,7.631414994715322,7.145394547688504,7.230227075759618,17780218
2024-01-31,7.666761875152588,7.723317174215085,7.606672133254285,7.661460210898879,16618609
2024-02-01,7.6649956703186035,7.81698768800944,7.619044536407093,7.643787325015132,11350614
2024-02-02,7.919494152069092,7.94246971909327,7.700342654510623,7.76220046895297,13327203
2024-02-05,7.894751071929932,7.979583607526587,7.868241062569353,7.9442366474664805,13757162
2024-02-06,8.044975280761719,8.09269363125322,7.93539912258736,7.944236072647475,13947145
2024-02-07,7.94070291519165,7.993722938659548,7.818755344286942,7.98842127340799,12626042
2024-02-08,8.055580139160156,8.089159878061476,7.968979538115169,7.99725761217113,10116776
2024-02-09,8.087392807006836,8.096228915246934,8.018466106305889,8.039673608820156,13668999
2024-02-12,8.173992156982422,8.177526600101201,8.090926844525194,8.10329823817891,18353632
2024-02-13,8.19520092010498,8.223478151976705,8.131575884286553,8.209339536040842,9047596
2024-02-14,8.117436408996582,8.271195631839651,8.112134744608657,8.195200052518407,10461236
2024-02-15,7.990187644958496,8.13157548281255,7.917726504468991,8.13157548281255,11297888
2024-02-16,7.967211723327637,8.060881203859251,7.912424486385866,8.04144092480228,11176991
2024-02-19,7.976049900054932,8.007862419864823,7.907123195169206,7.95307433175969,5992363
2024-02-20,8.039671897888184,8.050276068257647,7.91242353893034,7.970746054593456,7389607
2024-02-21,8.212873458862305,8.21464068040004,8.050277279059086,8.06795117991238,10037380
2024-02-22,8.246453285217285,8.311845539246455,8.195200489118413,8.239384398990122,8880989
2024-02-23,8.333053588867188,8.333053588867188,8.22877993606028,8.257057165445426,8376997
2024-02-26,8.356029510498047,8.386073962660154,8.313612821871551,8.315380043441325,5680949
2024-02-27,8.280034065246582,8.410817747029128,8.23585014981329,8.334822154093388,10890940
2024-02-28,8.235848426818848,8.343657360178872,8.17752590661503,8.255289547799425,9858549
2024-02-29,8.117436408996582,8.260591460325859,8.082089451529923,8.212873109882766,30979546
2024-03-01,8.272963523864746,8.32598353759232,8.1068320687648,8.128040411351,8378798
2024-03-04,8.318914413452148,8.354262215488825,8.26235995276463,8.269428838981577,7263255
2024-03-05,8.384305953979492,8.39314290373674,8.30124064883236,8.320681769750722,7959209
2024-03-06,8.538065910339355,8.589319549175027,8.364865556708098,8.368400842559584,12860453
2024-03-07,8.70242977142334,8.720103673396915,8.516858014390941,8.516858014390941,17127158
2024-03-08,8.746612548828125,8.872094539798704,8.714800877783803,8.723636984886157,11939752
2024-03-11,8.780193328857422,8.813773068056062,8.686523840522591,8.71303385046014,11517140
2024-03-12,9.009063720703125,9.031156094885297,8.79433073153226,8.79433073153226,14800925
2024-03-13,9.07534122467041,9.150452778807761,8.986973401497734,8.99139187693017,14889385
2024-03-14,9.004646301269531,9.119524132267538,8.991391717944609,9.079758696816766,11590222
2024-03-15,9.203474044799805,9.291841871847108,8.9825553199196,8.995810746798112,47546237
2024-03-18,9.176962852478027,9.32276915842055,9.176962852478027,9.207891335141904,12848444
2024-03-19,9.283004760742188,9.309514771304656,9.176963875754272,9.176963875754272,10826867
2024-03-20,9.300677299499512,9.30951425010494,9.20789184635651,9.291841191632079,9734365
2024-03-21,9.54368782043457,9.605544785539177,9.384626089893645,9.384626089893645,14129689
2024-03-22,9.632054328918457,9.671819759637545,9.526013461246855,9.543687360561073,11765602
2024-03-25,9.592289924621582,9.711586229544139,9.55252533238539,9.55252533238539,8338177
2024-03-26,9.579034805297852,9.609963287938202,9.490666989692896,9.574616330243808,10372422
2024-03-27,9.636472702026367,9.70274813827929,9.552524209383682,9.561360316209615,13875774
2024-03-28,9.755769729614258,9.844137546449693,9.618800371983497,9.636473429707808,15040664
2024-04-02,9.693913459777832,9.799954341954406,9.640892597320535,9.764607381228881,9892784
